Epoch,1000,2000,3000,4000,5000,6000,7000,8000,9000
28,7.9074,7.6535,6.3342,6.2066,7.3750,3.9729,4.6658,4.0392,2.0937
29,7.9008,7.6411,6.1739,6.0338,7.3335,3.8039,4.5004,3.9969,1.9933
30,7.8937,7.6290,6.0105,5.8588,7.2870,3.6532,4.3597,3.9556,1.9007
31,7.8870,7.6162,5.8499,5.6820,7.2381,3.5211,4.2407,3.9188,1.8176
32,7.8806,7.6030,5.6929,5.5091,7.1840,3.4065,4.1387,3.8818,1.7465
33,7.8736,7.5891,5.5399,5.3398,7.1248,3.3048,4.0492,3.8472,1.6828
34,7.8664,7.5749,5.3943,5.1732,7.0582,3.2196,3.9692,3.8092,1.6250
35,7.8596,7.5596,5.2552,5.0103,6.9827,3.1438,3.8954,3.7714,1.5749
36,7.8524,7.5441,5.1229,4.8500,6.8969,3.0771,3.8260,3.7334,1.5296
37,7.8460,7.5275,4.9998,4.6931,6.8009,3.0179,3.7574,3.6931,1.4901
38,7.8390,7.5100,4.8852,4.5407,6.6929,2.9646,3.6911,3.6554,1.4542
39,7.8323,7.4919,4.7764,4.3899,6.5714,2.9148,3.6219,3.6142,1.4212
40,7.8252,7.4724,4.6760,4.2518,6.4390,2.8669,3.5491,3.5694,1.3920
41,7.8181,7.4520,4.5820,4.1173,6.2971,2.8175,3.4723,3.5260,1.3656
42,7.8109,7.4303,4.4911,3.9910,6.1468,2.7684,3.3911,3.4791,1.3409
43,7.8035,7.4081,4.4114,3.8731,5.9907,2.7204,3.3044,3.4321,1.3157
44,7.7966,7.3833,4.3333,3.7619,5.8331,2.6698,3.2139,3.3815,1.2948
45,7.7897,7.3576,4.2594,3.6548,5.6798,2.6221,3.1190,3.3244,1.2721
46,7.7818,7.3305,4.1891,3.5560,5.5314,2.5745,3.0219,3.2596,1.2516
47,7.7747,7.3014,4.1199,3.4620,5.3938,2.5274,2.9248,3.1750,1.2365
48,7.7670,7.2706,4.0535,3.3743,5.2657,2.4820,2.8290,3.0678,1.2169
49,7.7592,7.2380,3.9871,3.2907,5.1506,2.4409,2.7391,2.9397,1.1991
50,7.7513,7.2042,3.9243,3.2099,5.0478,2.4008,2.6529,2.8138,1.1836
51,7.7436,7.1677,3.8597,3.1391,4.9574,2.3627,2.5729,2.7077,1.1622
52,7.7358,7.1300,3.7978,3.0694,4.8771,2.3280,2.4967,2.6184,1.1479
53,7.7274,7.0898,3.7369,3.0049,4.8066,2.2959,2.4249,2.5391,1.1333
54,7.7191,7.0482,3.6734,2.9440,4.7453,2.2659,2.3597,2.4679,1.1162
55,7.7108,7.0045,3.6133,2.8850,4.6914,2.2367,2.2960,2.3991,1.1006
56,7.7027,6.9579,3.5554,2.8311,4.6447,2.2104,2.2393,2.3324,1.0868
57,7.6936,6.9110,3.4967,2.7783,4.6043,2.1850,2.1853,2.2689,1.0707
58,7.6852,6.8613,3.4406,2.7293,4.5666,2.1617,2.1351,2.2044,1.0571
59,7.6758,6.8099,3.3854,2.6821,4.5381,2.1400,2.0885,2.1395,1.0421
60,7.6666,6.7559,3.3327,2.6358,4.5077,2.1194,2.0463,2.0808,1.0273
61,7.6572,6.7014,3.2819,2.5912,4.4845,2.0986,2.0067,2.0255,1.0129
62,7.6477,6.6451,3.2307,2.5489,4.4634,2.0816,1.9704,1.9768,1.0013
63,7.6377,6.5882,3.1807,2.5076,4.4459,2.0640,1.9357,1.9325,0.9904
64,7.6286,6.5287,3.1329,2.4659,4.4257,2.0468,1.9032,1.8961,0.9728
65,7.6184,6.4677,3.0869,2.4240,4.4093,2.0325,1.8749,1.8613,0.9613
66,7.6070,6.4065,3.0413,2.3854,4.3952,2.0168,1.8490,1.8320,0.9539
67,7.5971,6.3462,2.9971,2.3461,4.3831,2.0017,1.8237,1.8050,0.9398
68,7.5862,6.2830,2.9531,2.3058,4.3678,1.9865,1.7981,1.7778,0.9301
69,7.5751,6.2205,2.9123,2.2693,4.3554,1.9730,1.7759,1.7552,0.9165
70,7.5633,6.1576,2.8725,2.2315,4.3433,1.9613,1.7519,1.7331,0.9065
71,7.5511,6.0952,2.8314,2.1959,4.3327,1.9489,1.7328,1.7130,0.8958
72,7.5402,6.0317,2.7948,2.1607,4.3217,1.9363,1.7139,1.6925,0.8830
73,7.5266,5.9705,2.7576,2.1263,4.3100,1.9234,1.6968,1.6722,0.8755
74,7.5143,5.9100,2.7206,2.0915,4.2972,1.9135,1.6787,1.6551,0.8608
75,7.5017,5.8495,2.6854,2.0614,4.2854,1.9001,1.6628,1.6393,0.8525
76,7.4878,5.7904,2.6523,2.0292,4.2720,1.8886,1.6459,1.6213,0.8438
77,7.4752,5.7319,2.6209,1.9999,4.2604,1.8786,1.6303,1.6064,0.8356
78,7.4605,5.6758,2.5885,1.9708,4.2440,1.8662,1.6163,1.5926,0.8216
79,7.4461,5.6207,2.5571,1.9430,4.2283,1.8554,1.6003,1.5775,0.8156
80,7.4323,5.5686,2.5272,1.9156,4.2093,1.8415,1.5892,1.5635,0.8048
81,7.4168,5.5154,2.4992,1.8881,4.1923,1.8294,1.5757,1.5509,0.7961
82,7.4013,5.4655,2.4692,1.8662,4.1733,1.8167,1.5642,1.5372,0.7906
83,7.3851,5.4169,2.4420,1.8413,4.1535,1.8063,1.5525,1.5237,0.7802
84,7.3696,5.3693,2.4161,1.8182,4.1309,1.7940,1.5406,1.5123,0.7695
85,7.3523,5.3250,2.3897,1.7986,4.1063,1.7827,1.5302,1.5009,0.7651
86,7.3346,5.2814,2.3667,1.7762,4.0826,1.7684,1.5187,1.4907,0.7520
87,7.3169,5.2397,2.3426,1.7571,4.0571,1.7562,1.5099,1.4801,0.7471
88,7.2988,5.1991,2.3189,1.7386,4.0300,1.7432,1.5009,1.4701,0.7394
89,7.2796,5.1613,2.2976,1.7194,4.0061,1.7301,1.4918,1.4591,0.7283
90,7.2606,5.1238,2.2764,1.7013,3.9757,1.7165,1.4833,1.4511,0.7263
91,7.2403,5.0873,2.2567,1.6852,3.9479,1.7024,1.4741,1.4407,0.7177
92,7.2199,5.0566,2.2353,1.6682,3.9213,1.6897,1.4648,1.4326,0.7090
93,7.1997,5.0221,2.2177,1.6537,3.8920,1.6754,1.4567,1.4233,0.7063
94,7.1783,4.9907,2.1996,1.6393,3.8620,1.6621,1.4490,1.4163,0.6978
95,7.1556,4.9609,2.1806,1.6223,3.8302,1.6485,1.4421,1.4051,0.6893
96,7.1325,4.9326,2.1630,1.6106,3.8016,1.6354,1.4353,1.4001,0.6863
97,7.1094,4.9059,2.1459,1.5947,3.7724,1.6227,1.4277,1.3926,0.6776
98,7.0860,4.8795,2.1310,1.5819,3.7408,1.6127,1.4203,1.3860,0.6716
99,7.0611,4.8555,2.1164,1.5696,3.7106,1.5987,1.4131,1.3778,0.6623
100,7.0365,4.8309,2.0994,1.5585,3.6808,1.5906,1.4074,1.3681,0.6604
101,7.0107,4.8086,2.0870,1.5459,3.6518,1.5802,1.4014,1.3645,0.6554
102,6.9842,4.7854,2.0719,1.5330,3.6225,1.5694,1.3941,1.3571,0.6505
103,6.9563,4.7637,2.0581,1.5244,3.5908,1.5613,1.3893,1.3506,0.6458
104,6.9304,4.7424,2.0461,1.5117,3.5642,1.5505,1.3821,1.3422,0.6413
105,6.9016,4.7237,2.0333,1.5015,3.5338,1.5409,1.3774,1.3371,0.6340
106,6.8724,4.7037,2.0217,1.4912,3.5055,1.5331,1.3714,1.3320,0.6314
107,6.8436,4.6850,2.0086,1.4813,3.4813,1.5252,1.3665,1.3259,0.6253
108,6.8127,4.6666,1.9974,1.4706,3.4486,1.5174,1.3610,1.3199,0.6224
109,6.7825,4.6482,1.9853,1.4598,3.4230,1.5118,1.3560,1.3147,0.6185
110,6.7512,4.6301,1.9752,1.4519,3.3970,1.5043,1.3512,1.3111,0.6188
111,6.7192,4.6134,1.9646,1.4423,3.3672,1.4962,1.3471,1.3046,0.6152
112,6.6867,4.5967,1.9548,1.4325,3.3425,1.4890,1.3410,1.2984,0.6088
113,6.6547,4.5793,1.9442,1.4252,3.3136,1.4837,1.3358,1.2924,0.6055
114,6.6207,4.5624,1.9352,1.4152,3.2822,1.4762,1.3322,1.2890,0.6027
115,6.5871,4.5444,1.9230,1.4064,3.2469,1.4707,1.3275,1.2836,0.5983
116,6.5533,4.5305,1.9164,1.3991,3.2011,1.4647,1.3238,1.2778,0.6008
117,6.5180,4.5119,1.9069,1.3892,3.1338,1.4582,1.3206,1.2745,0.5970
118,6.4845,4.4960,1.8983,1.3830,3.0008,1.4538,1.3152,1.2710,0.6027
119,6.4475,4.4793,1.8872,1.3730,2.7651,1.4476,1.3109,1.2664,0.5906
120,6.4104,4.4637,1.8817,1.3651,2.5422,1.4410,1.3062,1.2585,0.5875
121,6.3737,4.4456,1.8731,1.3581,2.4075,1.4359,1.3022,1.2549,0.5887
122,6.3390,4.4316,1.8652,1.3503,2.3103,1.4316,1.2988,1.2531,0.5840
123,6.3016,4.4149,1.8575,1.3432,2.2292,1.4255,1.2941,1.2466,0.5790
124,6.2635,4.3984,1.8484,1.3349,2.1632,1.4224,1.2914,1.2421,0.5854
125,6.2263,4.3823,1.8419,1.3309,2.1060,1.4148,1.2866,1.2387,0.5790
126,6.1883,4.3658,1.8352,1.3215,2.0557,1.4130,1.2832,1.2342,0.5699
127,6.1501,4.3496,1.8268,1.3145,2.0098,1.4063,1.2781,1.2303,0.5724
128,6.1132,4.3334,1.8201,1.3068,1.9698,1.4009,1.2758,1.2262,0.5757
129,6.0759,4.3178,1.8111,1.2996,1.9306,1.3947,1.2725,1.2250,0.5699
130,6.0371,4.3011,1.8050,1.2946,1.8967,1.3945,1.2687,1.2186,0.5732
131,5.9981,4.2842,1.7994,1.2874,1.8652,1.3900,1.2643,1.2138,0.5668
132,5.9608,4.2677,1.7924,1.2820,1.8363,1.3860,1.2611,1.2109,0.5646
133,5.9232,4.2512,1.7867,1.2741,1.8100,1.3822,1.2573,1.2059,0.5745
134,5.8836,4.2355,1.7790,1.2692,1.7814,1.3790,1.2547,1.2018,0.5516
135,5.8455,4.2195,1.7731,1.2625,1.7582,1.3722,1.2512,1.1984,0.5555
136,5.8081,4.2010,1.7676,1.2575,1.7359,1.3669,1.2469,1.1954,0.5646
137,5.7712,4.1848,1.7620,1.2511,1.7104,1.3655,1.2435,1.1894,0.5524
138,5.7325,4.1684,1.7539,1.2455,1.6861,1.3595,1.2392,1.1837,0.5529
139,5.6971,4.1502,1.7497,1.2387,1.6700,1.3529,1.2378,1.1838,0.5543
140,5.6586,4.1336,1.7438,1.2325,1.6509,1.3543,1.2330,1.1787,0.5616
141,5.6221,4.1157,1.7363,1.2257,1.6307,1.3495,1.2297,1.1751,0.5594
142,5.5847,4.0969,1.7318,1.2207,1.6130,1.3476,1.2268,1.1746,0.5534
143,5.5506,4.0792,1.7262,1.2170,1.5987,1.3400,1.2215,1.1672,0.5598
144,5.5136,4.0598,1.7194,1.2095,1.5747,1.3407,1.2201,1.1609,0.5588
145,5.4776,4.0427,1.7148,1.2044,1.5606,1.3343,1.2159,1.1614,0.5409
146,5.4423,4.0217,1.7094,1.1986,1.5484,1.3309,1.2111,1.1560,0.5484
147,5.4086,4.0035,1.7047,1.1955,1.5332,1.3283,1.2077,1.1528,0.5572
148,5.3739,3.9838,1.6993,1.1892,1.5183,1.3213,1.2045,1.1492,0.5436
149,5.3388,3.9640,1.6944,1.1848,1.5024,1.3178,1.2001,1.1484,0.5493
150,5.3065,3.9431,1.6883,1.1798,1.4927,1.3153,1.1960,1.1398,0.5393
151,5.2715,3.9234,1.6819,1.1765,1.4785,1.3143,1.1921,1.1401,0.5334
152,5.2409,3.9032,1.6793,1.1704,1.4700,1.3128,1.1871,1.1333,0.5288
153,5.2090,3.8812,1.6713,1.1660,1.4554,1.3060,1.1833,1.1305,0.5424
154,5.1766,3.8603,1.6687,1.1613,1.4454,1.3044,1.1791,1.1280,0.5476
155,5.1435,3.8392,1.6636,1.1581,1.4263,1.3021,1.1735,1.1268,0.5313
156,5.1128,3.8157,1.6562,1.1523,1.4199,1.2965,1.1702,1.1186,0.5323
157,5.0829,3.7925,1.6563,1.1454,1.4074,1.2942,1.1655,1.1181,0.5330
158,5.0534,3.7682,1.6482,1.1433,1.3951,1.2889,1.1592,1.1114,0.5309
159,5.0232,3.7444,1.6452,1.1402,1.3864,1.2869,1.1561,1.1123,0.5283
160,4.9957,3.7181,1.6400,1.1355,1.3743,1.2863,1.1511,1.1099,0.5273
161,4.9654,3.6939,1.6356,1.1305,1.3670,1.2796,1.1477,1.1006,0.5171
162,4.9398,3.6657,1.6299,1.1253,1.3586,1.2815,1.1423,1.0952,0.5223
163,4.9142,3.6358,1.6265,1.1239,1.3470,1.2765,1.1389,1.0983,0.5277
164,4.8849,3.6079,1.6217,1.1165,1.3330,1.2747,1.1343,1.1000,0.5312
165,4.8597,3.5744,1.6164,1.1147,1.3243,1.2670,1.1304,1.0907,0.5194
166,4.8332,3.5410,1.6131,1.1126,1.3137,1.2632,1.1267,1.0869,0.5194
167,4.8065,3.5063,1.6078,1.1060,1.3059,1.2651,1.1231,1.0836,0.5244
168,4.7814,3.4702,1.6022,1.1027,1.2906,1.2573,1.1199,1.0821,0.5285
169,4.7584,3.4294,1.5982,1.0981,1.2814,1.2590,1.1151,1.0789,0.5223
170,4.7341,3.3873,1.5953,1.0965,1.2729,1.2538,1.1119,1.0801,0.5209
171,4.7100,3.3440,1.5907,1.0946,1.2662,1.2480,1.1069,1.0705,0.5249
172,4.6869,3.2980,1.5855,1.0892,1.2503,1.2532,1.1048,1.0718,0.5258
173,4.6632,3.2482,1.5803,1.0827,1.2487,1.2468,1.1002,1.0611,0.5243
174,4.6422,3.1954,1.5789,1.0833,1.2379,1.2460,1.0977,1.0640,0.5384
175,4.6204,3.1422,1.5723,1.0799,1.2261,1.2451,1.0938,1.0571,0.5242
176,4.5970,3.0896,1.5694,1.0745,1.2215,1.2400,1.0932,1.0546,0.5262
177,4.5764,3.0319,1.5644,1.0731,1.2126,1.2387,1.0899,1.0555,0.5150
178,4.5550,2.9751,1.5582,1.0694,1.1994,1.2325,1.0851,1.0494,0.5233
179,4.5332,2.9182,1.5556,1.0669,1.1923,1.2314,1.0856,1.0500,0.5336
180,4.5150,2.8657,1.5500,1.0611,1.1798,1.2296,1.0782,1.0449,0.5201
181,4.4967,2.8112,1.5470,1.0615,1.1768,1.2271,1.0795,1.0450,0.5245
182,4.4769,2.7559,1.5433,1.0573,1.1696,1.2297,1.0748,1.0416,0.5062
183,4.4569,2.7025,1.5386,1.0535,1.1595,1.2231,1.0710,1.0350,0.5308
184,4.4380,2.6529,1.5339,1.0509,1.1536,1.2244,1.0677,1.0387,0.5106
185,4.4177,2.6028,1.5276,1.0515,1.1462,1.2216,1.0670,1.0281,0.4989
186,4.4011,2.5591,1.5261,1.0454,1.1338,1.2213,1.0658,1.0277,0.5220
187,4.3840,2.5126,1.5206,1.0439,1.1263,1.2116,1.0622,1.0315,0.5141
188,4.3657,2.4682,1.5178,1.0400,1.1185,1.2158,1.0596,1.0285,0.5135
189,4.3469,2.4300,1.5133,1.0394,1.1122,1.2136,1.0571,1.0181,0.5090
190,4.3288,2.3914,1.5093,1.0381,1.1017,1.2143,1.0557,1.0219,0.5176
191,4.3138,2.3531,1.5052,1.0330,1.0952,1.2156,1.0534,1.0200,0.5128
192,4.2954,2.3185,1.4996,1.0315,1.0912,1.2063,1.0500,1.0212,0.5118
193,4.2776,2.2862,1.4957,1.0277,1.0810,1.2006,1.0471,1.0079,0.5134
194,4.2624,2.2556,1.4909,1.0262,1.0764,1.1979,1.0468,1.0132,0.5219
195,4.2456,2.2238,1.4880,1.0219,1.0640,1.1982,1.0428,1.0171,0.5054
196,4.2297,2.1947,1.4839,1.0228,1.0594,1.1966,1.0417,1.0045,0.5083
197,4.2157,2.1679,1.4787,1.0202,1.0509,1.1966,1.0393,1.0031,0.5497
198,4.1983,2.1405,1.4750,1.0174,1.0452,1.1934,1.0360,0.9954,0.5087
199,4.1836,2.1164,1.4694,1.0167,1.0369,1.1923,1.0346,1.0030,0.5289
200,4.1656,2.0920,1.4653,1.0140,1.0350,1.1895,1.0305,1.0015,0.5087
201,4.1494,2.0700,1.4630,1.0097,1.0309,1.1925,1.0317,0.9983,0.5145
202,4.1350,2.0490,1.4566,1.0097,1.0284,1.1894,1.0277,0.9961,0.5168
203,4.1204,2.0303,1.4526,1.0068,1.0159,1.1800,1.0240,0.9897,0.5188
204,4.1069,2.0089,1.4486,1.0062,1.0106,1.1859,1.0244,0.9843,0.5117
205,4.0885,1.9902,1.4461,1.0039,1.0026,1.1889,1.0220,0.9846,0.5110
206,4.0749,1.9714,1.4412,1.0016,0.9936,1.1815,1.0176,0.9778,0.5002
207,4.0597,1.9532,1.4372,0.9983,0.9927,1.1784,1.0151,0.9826,0.4994
208,4.0449,1.9382,1.4314,0.9957,0.9915,1.1801,1.0146,0.9789,0.5121
209,4.0319,1.9176,1.4289,0.9961,0.9829,1.1790,1.0147,0.9802,0.5266
210,4.0150,1.9061,1.4236,0.9946,0.9799,1.1829,1.0112,0.9697,0.4893
211,3.9994,1.8913,1.4188,0.9928,0.9760,1.1762,1.0071,0.9749,0.5193
212,3.9877,1.8764,1.4148,0.9910,0.9733,1.1794,1.0060,0.9696,0.5246
213,3.9711,1.8623,1.4105,0.9896,0.9687,1.1694,1.0051,0.9688,0.5093
214,3.9559,1.8498,1.4079,0.9879,0.9610,1.1751,1.0047,0.9634,0.4959
215,3.9413,1.8347,1.4011,0.9856,0.9540,1.1641,0.9994,0.9675,0.5198
216,3.9277,1.8230,1.3987,0.9850,0.9442,1.1689,0.9974,0.9565,0.5421
217,3.9115,1.8121,1.3924,0.9841,0.9371,1.1652,0.9971,0.9624,0.5124
218,3.8973,1.8019,1.3895,0.9814,0.9336,1.1695,0.9937,0.9621,0.5158
219,3.8829,1.7898,1.3855,0.9811,0.9332,1.1716,0.9887,0.9466,0.4920
220,3.8690,1.7785,1.3807,0.9788,0.9341,1.1553,0.9898,0.9490,0.5070
221,3.8537,1.7710,1.3779,0.9788,0.9245,1.1540,0.9859,0.9551,0.5308
222,3.8391,1.7577,1.3723,0.9761,0.9206,1.1542,0.9840,0.9519,0.5018
223,3.8234,1.7488,1.3687,0.9730,0.9241,1.1537,0.9800,0.9523,0.5015
224,3.8096,1.7390,1.3632,0.9728,0.9178,1.1572,0.9810,0.9482,0.5218
225,3.7941,1.7300,1.3588,0.9704,0.9167,1.1548,0.9771,0.9367,0.4965
226,3.7789,1.7238,1.3542,0.9721,0.8966,1.1452,0.9743,0.9482,0.5078
227,3.7651,1.7160,1.3520,0.9684,0.9009,1.1544,0.9715,0.9419,0.5100
228,3.7502,1.7072,1.3461,0.9698,0.8896,1.1445,0.9705,0.9346,0.5266
229,3.7357,1.6972,1.3418,0.9644,0.9034,1.1483,0.9669,0.9395,0.5220
230,3.7210,1.6883,1.3383,0.9663,0.8943,1.1469,0.9636,0.9423,0.5120
231,3.7054,1.6799,1.3352,0.9637,0.8927,1.1447,0.9634,0.9370,0.5237
232,3.6928,1.6766,1.3310,0.9634,0.8752,1.1401,0.9571,0.9383,0.5181
233,3.6749,1.6684,1.3251,0.9617,0.8837,1.1444,0.9572,0.9347,0.5222
234,3.6611,1.6602,1.3212,0.9613,0.8713,1.1385,0.9550,0.9324,0.4924
235,3.6472,1.6545,1.3168,0.9607,0.8633,1.1350,0.9517,0.9353,0.5240
236,3.6305,1.6490,1.3138,0.9598,0.8729,1.1396,0.9472,0.9284,0.5181
237,3.6159,1.6413,1.3100,0.9578,0.8667,1.1267,0.9468,0.9327,0.5018
238,3.6013,1.6349,1.3045,0.9562,0.8584,1.1334,0.9412,0.9313,0.5170
239,3.5863,1.6300,1.3008,0.9571,0.8579,1.1293,0.9392,0.9165,0.5167
240,3.5716,1.6233,1.2960,0.9550,0.8550,1.1280,0.9360,0.9321,0.4959
241,3.5598,1.6181,1.2939,0.9563,0.8589,1.1276,0.9345,0.9154,0.5153
242,3.5421,1.6120,1.2899,0.9528,0.8440,1.1362,0.9298,0.9185,0.4956
243,3.5249,1.6064,1.2855,0.9520,0.8483,1.1297,0.9243,0.9197,0.4897
244,3.5112,1.5988,1.2813,0.9505,0.8411,1.1191,0.9209,0.9183,0.5163
245,3.4956,1.5942,1.2752,0.9500,0.8420,1.1184,0.9156,0.9260,0.5103
246,3.4815,1.5900,1.2726,0.9471,0.8384,1.1205,0.9150,0.9087,0.4965
247,3.4654,1.5827,1.2696,0.9485,0.8334,1.1234,0.9092,0.9134,0.4888
248,3.4495,1.5784,1.2639,0.9468,0.8385,1.1245,0.9050,0.9187,0.4710
249,3.4334,1.5718,1.2605,0.9487,0.8399,1.1133,0.8998,0.9193,0.4974
250,3.4195,1.5689,1.2567,0.9467,0.8250,1.1121,0.8964,0.9147,0.4722
251,3.4044,1.5640,1.2530,0.9462,0.8178,1.1274,0.8907,0.9019,0.4804
252,3.3902,1.5603,1.2486,0.9418,0.8241,1.1170,0.8873,0.9040,0.5192
253,3.3748,1.5567,1.2443,0.9433,0.8284,1.1163,0.8797,0.9003,0.5464
254,3.3599,1.5511,1.2417,0.9422,0.8219,1.1159,0.8744,0.9052,0.5081
255,3.3454,1.5465,1.2375,0.9446,0.8098,1.1070,0.8691,0.9007,0.4941
256,3.3301,1.5415,1.2326,0.9397,0.8034,1.1082,0.8629,0.8920,0.5123
257,3.3130,1.5399,1.2288,0.9408,0.8021,1.1073,0.8581,0.8900,0.5063
258,3.3008,1.5349,1.2276,0.9400,0.8060,1.0999,0.8532,0.8901,0.5035
259,3.2832,1.5343,1.2221,0.9376,0.8051,1.1116,0.8462,0.8989,0.4938
260,3.2676,1.5319,1.2200,0.9371,0.7959,1.0938,0.8419,0.9050,0.4778
261,3.2560,1.5226,1.2146,0.9381,0.7981,1.1033,0.8380,0.8999,0.5122
262,3.2387,1.5235,1.2106,0.9352,0.7880,1.1060,0.8315,0.8992,0.4897
263,3.2244,1.5147,1.2077,0.9358,0.8011,1.0938,0.8257,0.8912,0.5199
264,3.2094,1.5133,1.2042,0.9361,0.8089,1.0810,0.8202,0.8887,0.4943
265,3.1958,1.5091,1.2001,0.9359,0.7907,1.0875,0.8155,0.8883,0.5472
266,3.1801,1.5072,1.1975,0.9332,0.7971,1.1031,0.8104,0.8789,0.5375
267,3.1651,1.5078,1.1941,0.9342,0.7949,1.0915,0.8045,0.8887,0.4921
268,3.1515,1.5015,1.1903,0.9347,0.7765,1.0827,0.7974,0.8772,0.4722
269,3.1370,1.4963,1.1852,0.9301,0.7763,1.0872,0.7947,0.8799,0.5541
270,3.1219,1.4910,1.1831,0.9312,0.7938,1.0769,0.7915,0.8758,0.4752
271,3.1076,1.4898,1.1795,0.9329,0.7755,1.0814,0.7823,0.8821,0.4758
272,3.0935,1.4875,1.1759,0.9311,0.7725,1.0831,0.7777,0.8716,0.4569
273,3.0799,1.4806,1.1724,0.9271,0.7674,1.0788,0.7748,0.8817,0.4827
274,3.0632,1.4807,1.1702,0.9283,0.7930,1.0789,0.7686,0.8773,0.4826
275,3.0509,1.4782,1.1685,0.9288,0.7932,1.0753,0.7636,0.8911,0.4996
276,3.0354,1.4751,1.1637,0.9274,0.7779,1.0694,0.7618,0.8741,0.4865
277,3.0238,1.4753,1.1606,0.9266,0.7747,1.0712,0.7565,0.8750,0.5074
278,3.0088,1.4707,1.1574,0.9271,0.7592,1.0673,0.7510,0.8564,0.4956
279,2.9953,1.4662,1.1530,0.9243,0.7811,1.0856,0.7459,0.8724,0.4824
280,2.9784,1.4608,1.1512,0.9262,0.7774,1.0768,0.7417,0.8578,0.4884
281,2.9656,1.4597,1.1475,0.9248,0.7675,1.0646,0.7389,0.8753,0.4563
282,2.9527,1.4567,1.1439,0.9249,0.7569,1.0657,0.7336,0.8655,0.5160
283,2.9382,1.4558,1.1407,0.9267,0.7546,1.0732,0.7310,0.8726,0.4815
284,2.9247,1.4519,1.1394,0.9228,0.7540,1.0586,0.7229,0.8639,0.4938
285,2.9107,1.4514,1.1362,0.9247,0.7578,1.0554,0.7208,0.8605,0.4796
286,2.8969,1.4477,1.1302,0.9234,0.7775,1.0595,0.7162,0.8465,0.5070
287,2.8857,1.4435,1.1286,0.9214,0.7568,1.0716,0.7129,0.8724,0.4954
288,2.8725,1.4412,1.1267,0.9194,0.7655,1.0576,0.7039,0.8570,0.5001
289,2.8583,1.4430,1.1229,0.9225,0.7534,1.0604,0.7038,0.8528,0.4993
290,2.8446,1.4390,1.1220,0.9208,0.7488,1.0539,0.6999,0.8704,0.4907
291,2.8330,1.4368,1.1192,0.9207,0.7604,1.0466,0.6958,0.8557,0.5191
292,2.8201,1.4313,1.1151,0.9197,0.7524,1.0371,0.6914,0.8452,0.4675
293,2.8054,1.4346,1.1120,0.9205,0.7479,1.0512,0.6871,0.8508,0.4608
294,2.7939,1.4299,1.1092,0.9177,0.7395,1.0375,0.6872,0.8444,0.5011
295,2.7801,1.4289,1.1066,0.9170,0.7315,1.0435,0.6794,0.8541,0.4812
296,2.7675,1.4259,1.1057,0.9194,0.7483,1.0375,0.6776,0.8457,0.5186
