Epoch,Loss
1,639.0291380882263
2,527.2231178283691
3,377.88170194625854
4,302.70788753032684
5,211.887500166893
6,156.37742173671722
7,127.16104769706726
8,105.45561838150024
9,90.62512764334679
10,91.8472358584404
11,81.4962964951992
12,89.67784203588963
13,71.33854399621487
14,70.61420431733131
15,70.6195318698883
16,64.91711227595806
17,69.86938016116619
18,50.56875370442867
19,46.78413154184818
20,42.8201192766428
21,54.30362065136433
22,41.82161872833967
23,49.95029801875353
24,47.28892632573843
25,39.429700292646885
26,48.96739690005779
27,38.890915997326374
28,34.354581102728844
29,33.780699498951435
30,34.699297577142715
31,33.98231613636017
32,29.977906838059425
33,27.76158994436264
34,34.1235184520483
35,29.685621567070484
36,34.69047978147864
37,25.770547606050968
38,27.718215838074684
39,21.960590951144695
40,19.244705602526665
41,22.896713811904192
42,27.340673800557852
43,17.269020218402147
44,19.578624986112118
45,13.420101411640644
46,25.912304367870092
47,18.66304573044181
48,27.03934231773019
49,20.9502876624465
50,11.564745277166367
51,17.0441435277462
52,10.674484964460135
53,15.587134277448058
54,19.556802336126566
55,14.335666876286268
56,11.486470168456435
57,12.37271536514163
58,11.631112810224295
59,10.506381925195456
60,15.76658552698791
61,8.32090913131833
62,9.792201440781355
63,11.790772952139378
64,7.1328696347773075
65,7.550372896715999
66,7.734230509027839
67,10.112518334761262
68,8.679975723847747
69,13.090952686965466
70,7.462349155917764
71,12.528125858865678
72,8.657862721011043
73,10.28809654340148
74,4.414048073813319
75,5.9294786863029
76,6.704492771998048
77,8.080619879998267
78,13.181989703327417
79,5.344769855029881
80,14.644049526192248
81,5.4877752382308245
82,6.731259787455201
83,5.2197971027344465
84,7.441083620302379
85,6.875084361061454
86,4.330209884792566
87,10.909479297697544
88,5.2549508810043335
89,4.196262234821916
90,6.012137111276388
91,4.7344558062031865
92,3.9503847137093544
93,6.537618320435286
94,4.520720176398754
95,6.4520689295604825
96,4.717421758919954
97,5.148775122128427
98,6.4770372826606035
99,3.4349946696311235
100,3.873560244217515
101,6.305142511148006
102,3.9614864019677043
103,5.49972412828356
104,3.5519722746685147
105,3.3657723665237427
106,2.8579298444092274
107,7.5062105637043715
108,4.939651306718588
109,3.5083347614854574
110,3.2010876704007387
111,3.638904514722526
112,5.491952107287943
113,6.823579617775977
114,4.597121655009687
115,2.8144773924723268
116,2.6771521847695112
117,5.26261748559773
118,5.909232582896948
119,4.128320779651403
120,4.104032224044204
121,4.076869458891451
122,4.738238397054374
123,2.7006027419120073
124,9.744767092168331
125,11.261557606048882
126,4.044446488842368
127,2.779642276465893
128,2.6514748698100448
129,3.1786512145772576
130,4.257521606050432
131,3.8106321105733514
132,3.550300338771194
133,3.4494187757372856
134,5.318029144778848
135,2.966581522487104
136,3.3035194911062717
137,3.1533824084326625
138,2.8170026298612356
139,2.697296572383493
140,4.7136953910812736
141,2.9183914605528116
142,5.193395550362766
143,3.0119551299139857
144,3.9677252965047956
145,4.8780856197699904
146,2.7378005338832736
147,3.5742963114753366
148,3.2789745619520545
149,5.97630234900862
150,2.841313222423196
151,2.7792033632285893
152,3.332335156388581
153,2.8257817607373
154,4.401594349183142
155,3.2074965881183743
156,16.394921445287764
157,2.8606694852933288
158,2.8545862333849072
159,2.450825411826372
160,3.027127272449434
161,2.275791557505727
162,2.9712224774993956
163,2.488184849731624
164,4.01729092746973
165,3.63303258176893
166,3.1310655446723104
167,4.369967157021165
168,1.8117966772988439
169,3.359823590144515
170,2.8433127542957664
171,2.497213528957218
172,2.137389668263495
173,1.9057725355960429
174,2.521166597492993
175,2.0007727378979325
176,3.233716865070164
177,2.3921315581537783
178,2.8312549367547035
179,2.560453657992184
180,3.0194727601483464
181,2.173169270157814
182,1.9919222313910723
183,3.1070048338733613
184,2.0816579828970134
185,2.2330262176692486
186,1.8769169319421053
187,4.53867101483047
188,1.8245402509346604
189,1.7143760188482702
190,2.460973085835576
191,2.2749329674988985
192,2.280536907725036
193,1.8091137558221817
194,2.574108908418566
195,2.1169494558125734
196,2.746166893746704
197,3.1250884607434273
198,5.264637160580605
199,1.7634690310806036
200,1.9867498986423016
201,2.4314216007478535
202,2.0971652483567595
203,1.594192581716925
204,2.3156382851302624
205,1.9827372035942972
206,1.638840802013874
207,3.9464878346771
208,1.7332207257859409
209,1.9802959403023124
210,1.981199124827981
211,1.7388847465626895
212,1.9781051664613187
213,1.8129413183778524
214,4.832071265671402
215,2.1285203602164984
216,1.7725245323963463
217,6.372504059690982
218,2.137587688397616
219,2.2345857941545546
220,2.4899668893776834
221,1.6000401680357754
222,1.4005674924701452
223,1.8407183908857405
224,1.7411261657252908
225,1.7981436043046415
226,1.7429647659882903
227,1.578037298284471
228,1.9414069661870599
229,2.7656997879967093
230,2.302174705080688
231,2.05656635761261
232,2.394971114117652
233,5.571520351804793
234,1.6365609387867153
235,3.4192303395830095
236,2.103759399149567
237,1.6498519568704069
238,2.699824274983257
239,1.5911406218074262
240,2.4907109858468175
241,1.6721757482737303
242,4.153934932779521
243,2.512126184301451
244,2.743103810120374
245,1.5343233509920537
246,6.1492330729961395
247,2.310190761461854
248,3.355688819196075
249,5.571131021250039
250,2.2272913339547813
251,1.3332117123063654
252,1.537503763101995
253,1.4364962228573859
254,2.7975758616812527
255,1.6588458814658225
256,1.6879508830606937
257,3.1206261003389955
258,1.9659208748489618
259,1.675673171877861
260,2.1308275051414967
261,1.943234374281019
262,1.3820301503874362
263,1.468992952723056
264,1.4222495527938008
265,1.8259130138903856
266,1.3394574499689043
267,3.036942890845239
