Epoch,0.0001,0.0005,0.001,0.005,0.01,0.05
1,8.6695,0.7344,4.5819,6.5890,2.3729,8.5615
2,8.6374,0.7296,1.9506,1.7524,0.9951,5.4910
3,8.6070,0.7257,1.0877,1.0744,0.6350,5.1762
4,8.5781,0.7303,1.1117,1.0113,0.7877,4.9427
5,8.5506,0.7249,0.9112,0.8898,0.5749,4.7659
6,8.5244,0.7249,0.9756,0.7501,0.5779,4.6198
7,8.4995,0.7243,1.1523,0.7742,0.4017,4.5756
8,8.4758,0.7229,0.6511,0.7747,0.4298,4.5109
9,8.4531,0.7206,0.9060,0.7978,0.2626,4.3372
10,8.4315,0.7188,0.7836,0.5719,0.5375,4.1034
11,8.4107,0.7186,0.6377,0.6571,0.3293,4.0088
12,8.3909,0.7168,0.5286,0.5353,0.2798,3.9560
13,8.3719,0.7158,0.4608,0.5438,0.4850,3.8316
14,8.3537,0.7132,0.6434,0.6010,0.3870,3.8556
15,8.3362,0.7141,0.4783,0.6817,0.3263,3.7574
16,8.3194,0.7128,0.4518,0.6502,0.3801,3.8199
17,8.3032,0.7096,0.6442,0.4531,0.3711,3.6840
18,8.2877,0.7134,0.4824,0.5545,0.2625,3.8652
19,8.2728,0.7092,0.5587,0.5203,0.4269,4.0219
20,8.2584,0.7071,0.5971,0.5357,0.3517,3.7926
21,8.2445,0.7040,0.4478,0.5030,0.2704,3.7206
22,8.2311,0.7071,0.7238,0.4626,0.3773,3.9070
23,8.2181,0.7011,0.4592,0.5038,0.2924,3.7811
24,8.2056,0.7025,0.5584,0.5977,0.2494,3.7674
25,8.1934,0.7002,0.5307,0.7189,0.2364,3.7134
26,8.1818,0.7015,0.6035,0.5191,0.5036,3.8493
27,8.1704,0.7003,0.4980,0.4938,0.2654,3.7274
28,8.1594,0.6986,0.4497,0.5486,0.3184,3.7009
29,8.1487,0.6942,0.4992,0.4313,0.3195,3.7288
30,8.1384,0.6952,0.4315,0.6150,0.2621,3.7482
31,8.1283,0.6930,0.5222,0.5601,0.2789,3.7786
32,8.1185,0.6929,0.4617,0.5576,0.2627,3.6610
33,8.1090,0.6918,0.4767,0.4568,0.3014,3.6855
34,8.0998,0.6904,0.4441,0.4595,0.2404,3.7574
35,8.0908,0.6886,0.4240,0.5657,0.3425,3.6814
36,8.0820,0.6888,0.4403,0.4289,0.3464,3.6661
37,8.0735,0.6864,0.4658,0.5621,0.2544,3.6384
38,8.0652,0.6839,0.4476,0.6141,0.2767,3.8129
39,8.0570,0.6842,0.4602,0.6377,0.2328,3.6455
40,8.0491,0.6830,0.4579,0.4573,0.3030,3.7201
41,8.0413,0.6814,0.4769,0.5157,0.2752,3.8306
42,8.0337,0.6789,0.4132,0.4569,0.2453,3.7553
43,8.0263,0.6774,0.4609,0.5209,0.2789,3.6752
44,8.0190,0.6792,0.4354,0.5320,0.2768,3.7077
45,8.0119,0.6776,0.4056,0.4836,0.2763,3.5831
46,8.0049,0.6762,0.4430,0.5637,0.3310,3.7694
47,7.9980,0.6747,0.3897,0.4294,0.3587,3.5981
48,7.9913,0.6733,0.5817,0.4599,0.3026,3.5430
49,7.9847,0.6730,0.5237,0.5509,0.3284,3.5969
50,7.9782,0.6773,0.5711,0.4625,0.2805,3.5668
51,7.9718,0.6727,0.3852,0.5443,0.2376,3.5683
52,7.9655,0.6717,0.3931,0.4943,0.2200,3.5651
53,7.9593,0.6695,0.4161,0.4418,0.3415,3.5924
54,7.9532,0.6675,0.4861,0.4628,0.2173,3.5962
55,7.9472,0.6686,0.4829,0.4928,0.3682,3.5682
56,7.9413,0.6672,0.4437,0.5742,0.2871,3.4993
57,7.9354,0.6688,0.4249,0.6407,0.2596,3.5472
58,7.9296,0.6623,0.3846,0.5212,0.2733,3.5808
59,7.9239,0.6653,0.3539,0.4769,0.2215,3.6740
60,7.9182,0.6612,0.4543,0.6396,0.3315,3.5490
61,7.9126,0.6625,0.4114,0.5375,0.2635,3.5209
62,7.9070,0.6638,0.4771,0.4821,0.2344,3.5148
63,7.9015,0.6610,0.4052,0.4891,0.2630,3.4552
64,7.8960,0.6587,0.5000,0.6298,0.2490,3.5492
65,7.8906,0.6587,0.5357,0.4783,0.3246,3.5259
66,7.8853,0.6595,0.4118,0.4222,0.1961,3.5002
67,7.8799,0.6585,0.3654,0.4167,0.1985,3.6128
68,7.8747,0.6567,0.3811,0.4350,0.3763,3.7037
69,7.8693,0.6532,0.4025,0.5149,0.3610,3.5496
70,7.8642,0.6563,0.3985,0.5636,0.3679,3.5067
71,7.8589,0.6548,0.4691,0.4049,0.2424,3.4307
72,7.8537,0.6522,0.3638,0.5175,0.2286,3.5630
73,7.8485,0.6505,0.4625,0.5169,0.1840,3.4489
74,7.8434,0.6514,0.4848,0.4146,0.3178,3.6036
75,7.8383,0.6482,0.4338,0.4595,0.2239,3.5125
76,7.8332,0.6483,0.3814,0.4404,0.2670,3.5455
77,7.8281,0.6461,0.4382,0.4060,0.2137,3.5022
78,7.8230,0.6462,0.3852,0.4662,0.1891,3.5824
79,7.8179,0.6461,0.4394,0.5306,0.2701,3.5040
80,7.8128,0.6448,0.4501,0.5480,0.2296,3.4767
81,7.8077,0.6465,0.4107,0.4248,0.4437,3.5177
82,7.8026,0.6437,0.4171,0.4970,0.1959,3.5723
83,7.7976,0.6411,0.3620,0.4702,0.2115,3.5314
84,7.7925,0.6426,0.3835,0.4948,0.2435,3.4774
85,7.7875,0.6400,0.4965,0.5451,0.2752,3.5780
86,7.7824,0.6370,0.3774,0.4468,0.2944,3.5442
87,7.7773,0.6342,0.3796,0.5221,0.3269,3.5508
88,7.7722,0.6393,0.4385,0.4632,0.2312,3.5234
89,7.7671,0.6367,0.4242,0.6404,0.3212,3.5539
90,7.7621,0.6342,0.3666,0.4404,0.2619,3.4687
91,7.7570,0.6373,0.3421,0.4152,0.2048,3.4570
92,7.7518,0.6343,0.4572,0.5556,0.3661,3.4659
93,7.7467,0.6364,0.4485,0.5403,0.1953,3.5006
94,7.7416,0.6324,0.4674,0.4649,0.2056,3.4770
95,7.7365,0.6324,0.3666,0.4576,0.2292,3.5179
96,7.7313,0.6322,0.4334,0.5892,0.2675,3.5480
97,7.7261,0.6333,0.4468,0.5016,0.2615,3.4835
98,7.7210,0.6347,0.4055,0.3966,0.2387,3.4554
99,7.7157,0.6290,0.3944,0.4911,0.2934,3.5132
100,7.7105,0.6268,0.4209,0.5017,0.2242,3.4997
101,7.7053,0.6267,0.3468,0.5111,0.2806,3.4715
102,7.7000,0.6291,0.4061,0.4653,0.2827,3.4867
103,7.6947,0.6277,0.4076,0.4981,0.2919,3.4809
104,7.6895,0.6231,0.3581,0.4510,0.2387,3.4189
105,7.6841,0.6245,0.4905,0.4728,0.2416,3.6025
106,7.6788,0.6250,0.4248,0.4468,0.2478,3.5943
107,7.6735,0.6202,0.3876,0.4350,0.3341,3.5124
108,7.6681,0.6234,0.3651,0.5900,0.2085,3.4515
109,7.6627,0.6204,0.3884,0.4380,0.3160,3.4278
110,7.6573,0.6235,0.3875,0.4536,0.1961,3.4601
111,7.6519,0.6168,0.4320,0.5025,0.2112,3.4462
112,7.6464,0.6166,0.3771,0.4340,0.2675,3.6398
113,7.6409,0.6206,0.4005,0.4611,0.2132,3.4249
114,7.6354,0.6153,0.3540,0.5073,0.2418,3.4747
115,7.6299,0.6161,0.3441,0.5193,0.2357,3.4845
116,7.6243,0.6149,0.3593,0.4680,0.2908,3.4484
117,7.6187,0.6143,0.3952,0.5456,0.2488,3.4337
118,7.6131,0.6154,0.3666,0.4161,0.2564,3.4561
119,7.6075,0.6172,0.4849,0.4247,0.2384,3.4708
120,7.6018,0.6119,0.4207,0.5000,0.2550,3.3902
121,7.5961,0.6111,0.3671,0.4638,0.2235,3.3552
122,7.5904,0.6083,0.3919,0.4023,0.2263,3.4526
123,7.5847,0.6141,0.3812,0.4898,0.2878,3.4110
124,7.5789,0.6108,0.3645,0.5805,0.3712,3.4913
125,7.5731,0.6095,0.3999,0.4057,0.2676,3.4032
126,7.5673,0.6096,0.3820,0.4920,0.2132,3.3081
127,7.5615,0.6084,0.3961,0.5112,0.2002,3.3745
128,7.5556,0.6083,0.3843,0.4900,0.2239,3.4014
129,7.5497,0.6032,0.4106,0.4353,0.2637,3.4293
130,7.5438,0.6060,0.3872,0.4095,0.2719,3.4412
131,7.5378,0.6024,0.4195,0.5072,0.2469,3.3348
132,7.5319,0.6027,0.4093,0.4485,0.2484,3.3609
133,7.5259,0.6037,0.3431,0.4598,0.1959,3.4130
134,7.5198,0.6014,0.3643,0.5459,0.2069,3.4101
135,7.5137,0.6020,0.4778,0.4609,0.2545,3.3498
136,7.5077,0.6000,0.4220,0.4981,0.3419,3.3234
137,7.5015,0.6005,0.4228,0.5436,0.2541,3.3377
138,7.4954,0.6004,0.3746,0.4444,0.2682,3.3823
139,7.4893,0.5998,0.3626,0.5501,0.1978,3.3381
140,7.4830,0.6021,0.4054,0.4668,0.2431,3.4766
141,7.4768,0.5958,0.3877,0.4215,0.2291,3.3469
142,7.4705,0.5937,0.3655,0.3937,0.2375,3.3737
143,7.4643,0.5951,0.3660,0.4473,0.2447,3.3854
144,7.4579,0.5957,0.4361,0.4109,0.2233,3.4206
145,7.4516,0.5929,0.3971,0.4261,0.2465,3.3655
146,7.4452,0.5932,0.3573,0.5318,0.2339,3.6256
147,7.4388,0.5964,0.4201,0.4714,0.2825,3.3739
148,7.4324,0.5909,0.4323,0.4807,0.2437,3.3598
149,7.4260,0.5908,0.3989,0.4564,0.1981,3.3249
150,7.4195,0.5919,0.3856,0.4679,0.2214,3.3489
151,7.4129,0.5901,0.3800,0.4432,0.3220,3.5276
152,7.4063,0.5895,0.3815,0.4376,0.2322,3.4089
153,7.3998,0.5882,0.4608,0.4908,0.1982,3.3596
154,7.3932,0.5870,0.3408,0.4103,0.2070,3.4190
155,7.3866,0.5876,0.3588,0.5143,0.2533,3.6790
156,7.3799,0.5825,0.3748,0.4257,0.2254,3.5938
157,7.3732,0.5817,0.4411,0.4816,0.2270,3.5214
158,7.3665,0.5890,0.3432,0.5512,0.2262,3.5475
159,7.3597,0.5857,0.4056,0.4744,0.2808,3.5809
160,7.3529,0.5817,0.3480,0.5580,0.2106,3.4783
161,7.3462,0.5837,0.3777,0.4265,0.2163,3.6306
162,7.3393,0.5817,0.3556,0.4661,0.3164,3.5143
163,7.3324,0.5835,0.3472,0.3973,0.2572,3.5035
164,7.3255,0.5832,0.4169,0.4407,0.2952,3.5800
165,7.3186,0.5814,0.5249,0.4494,0.2088,3.5045
166,7.3116,0.5790,0.4038,0.4882,0.2774,3.5002
167,7.3046,0.5758,0.4398,0.4319,0.2357,3.5817
168,7.2976,0.5777,0.3758,0.4744,0.2006,3.5839
