,Train Input Epoch 1000,Train Output Epoch 1000,Test Input Epoch 1000,Test Output Epoch 1000,Val Input Epoch 1000,Val Output Epoch 1000,Train Input Epoch 2000,Train Output Epoch 2000,Test Input Epoch 2000,Test Output Epoch 2000,Val Input Epoch 2000,Val Output Epoch 2000,Train Input Epoch 3000,Train Output Epoch 3000,Test Input Epoch 3000,Test Output Epoch 3000,Val Input Epoch 3000,Val Output Epoch 3000,Train Input Epoch 4000,Train Output Epoch 4000,Test Input Epoch 4000,Test Output Epoch 4000,Val Input Epoch 4000,Val Output Epoch 4000,Final Train R_2,Final Test R_2,Final Val R_2
45,0.880988121,1.576797009,0.602960289,1.815832138,0.17311731,1.806706905,0.880988121,1.641744971,0.602960289,1.805711031,0.17311731,1.792290688,0.880988121,1.686434269,0.602960289,1.790458918,0.17311731,1.786710143,0.880988121,1.712544441,0.602960289,1.779698133,0.17311731,1.786976576,,,
46,0.338233829,-1.981387377,0.678567886,-1.996376753,0.982898295,-0.900915563,0.338233829,-1.982648849,0.678567886,-2.009031534,0.982898295,-0.887787044,0.338233829,-1.984793663,0.678567886,-2.021430969,0.982898295,-0.875831604,0.338233829,-1.984296322,0.678567886,-2.022772312,0.982898295,-0.865749836,,,
47,0.064106412,-8.28614521,0.399939984,-4.516736984,0.074407443,-8.532711029,0.064106412,-8.297306061,0.399939984,-4.526145458,0.074407443,-8.548583984,0.064106412,-8.295987129,0.399939984,-4.52616787,0.074407443,-8.549794197,0.064106412,-8.29441452,0.399939984,-4.523916721,0.074407443,-8.551042557,,,
48,0.423342347,-3.743246078,0.88368839,1.545765162,0.490849078,1.130822897,0.423342347,-3.755901337,0.88368839,1.610258102,0.490849078,1.104698658,0.423342347,-3.765259266,0.88368839,1.655326009,0.490849078,1.089270353,0.423342347,-3.766232014,0.88368839,1.683415174,0.490849078,1.084673524,,,
49,0.381538153,-4.487055779,0.114411443,-6.308498383,0.868786871,1.677019119,0.381538153,-4.474056721,0.114411443,-6.32230854,0.868786871,1.735861659,0.381538153,-4.471400738,0.114411443,-6.323782444,0.868786871,1.77090621,0.381538153,-4.471024513,0.114411443,-6.3203578,0.868786871,1.784106612,,,
50,0.410441041,-4.271789074,0.680068016,-2.030152559,0.668966889,-1.735198736,0.410441041,-4.290770054,0.680068016,-2.045796871,0.668966889,-1.726468325,0.410441041,-4.296009064,0.680068016,-2.059957504,0.668966889,-1.726739049,0.410441041,-4.294273853,0.680068016,-2.062538147,0.668966889,-1.720400572,,,
51,0.992599249,-1.200730324,0.622562289,0.638895452,0.439543962,-2.796316147,0.992599249,-1.154408693,0.622562289,0.662234843,0.439543962,-2.774291515,0.992599249,-1.108713865,0.622562289,0.664904714,0.439543962,-2.77677989,0.992599249,-1.075101852,0.622562289,0.664165974,0.439543962,-2.779338121,,,
52,0.110811085,-6.692350864,0.379037917,-4.434162617,0.566556692,3.134189129,0.110811085,-6.704885006,0.379037917,-4.419714451,0.566556692,3.14936018,0.110811085,-6.705652237,0.379037917,-4.417593479,0.566556692,3.149801254,0.110811085,-6.7013731,0.379037917,-4.417418003,0.566556692,3.154828072,,,
53,0.352735281,-3.155534983,0.527152717,2.968510389,0.738373876,-2.083257198,0.352735281,-3.158364773,0.527152717,3.000649214,0.738373876,-2.053509951,0.352735281,-3.162350655,0.527152717,3.008902311,0.738373876,-2.043216228,0.352735281,-3.160569668,0.527152717,3.012906551,0.738373876,-2.041362047,,,
54,0.349534959,-2.919418812,0.381738186,-4.490762234,0.652165174,-1.074451685,0.349534959,-2.924284458,0.381738186,-4.477907658,0.652165174,-1.032731533,0.349534959,-2.928138733,0.381738186,-4.475215912,0.652165174,-1.016321898,0.349534959,-2.926438093,0.381738186,-4.474820614,0.652165174,-1.002436161,,,
